"product_id","quantity_ordered","order_date","order_status","payment_type","buyer_id","address_type"
"P1812000349833",1,2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home"
"P1812000228726",1,2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home"
"P1812000312276",1,2022-09-01 11:03:50.583253,"Cancelled","Cash","B1312000178263","Work"
"P1812000478218",1,2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home"
"P1812000307309",1,2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home"
"P1812000495711",1,2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home"
"P1812000314240",1,2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home"
"P1812000236663",1,2022-09-01 11:12:24.758396,"Cancelled","Cash","B1312000408560","Work"
"P1812000399843",1,2022-09-01 11:14:27.608967,"Cancelled","Cash","B1312000265765","Work"
"P1812000059376",1,2022-09-01 11:53:46.703011,"Delivered","Cash","B1312000074138","Home"
"P1812000029689",1,2022-09-01 11:53:46.703011,"Delivered","Cash","B1312000074138","Home"
"P1812000034943",1,2022-09-01 13:26:47.575556,"Delivered","Card","B1312000269597","Work"
"P1812000453567",1,2022-09-01 13:26:47.575556,"Delivered","Card","B1312000269597","Work"
"P1812000026748",1,2022-09-01 13:26:47.575556,"Delivered","Card","B1312000269597","Work"
"P1812000259436",1,2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home"
"P1812000033472",1,2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home"
"P1812000178263",1,2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home"
"P1812000435502",1,2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home"
"P1812000121785",1,2022-09-01 14:54:20.459898,"Delivered","Cash","B1312000693431","Work"
"P1812000343210",1,2022-09-01 14:54:20.459898,"Delivered","Cash","B1312000693431","Work"
"P1812000281615",1,2022-09-01 15:55:21.683532,"Delivered","Card","B1312000576723","Home"
"P1812000050171",1,2022-09-01 15:55:21.683532,"Delivered","Card","B1312000576723","Home"
"P1812000409240",1,2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home"
"P1812000035242",1,2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home"
"P1812000497892",1,2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home"
"P1812000077308",1,2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home"
"P1812000129946",1,2022-09-01 19:22:49.718528,"Delivered","Cash","B1312000486589","Work"
"P1812000484135",1,2022-09-01 19:22:49.718528,"Delivered","Cash","B1312000486589","Work"
"P1812000038720",1,2022-09-01 19:22:49.718528,"Delivered","Cash","B1312000486589","Work"
"P1812000489731",1,2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home"
"P1812000265765",1,2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home"
"P1812000226864",1,2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home"
"P1812000317229",1,2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home"
"P1812000078473",1,2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work"
"P1812000056958",1,2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work"
"P1812000372193",1,2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work"
"P1812000233974",1,2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work"
"P1812000460725",1,2022-09-01 20:32:48.167873,"Delivered","Cash","B1312000025525","Home"
"P1812000006917",1,2022-09-01 20:32:48.167873,"Delivered","Cash","B1312000025525","Home"
"P1812000206480",1,2022-09-01 20:32:48.167873,"Delivered","Cash","B1312000025525","Home"
"P1812000307309",1,2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work"
"P1812000269597",1,2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work"
"P1812000005294",1,2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work"
"P1812000215285",1,2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work"
"P1812000101576",1,2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work"
"P1812000062530",1,2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work"
"P1812000134250",1,2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work"
"P1812000127342",1,2022-09-01 22:25:12.408279,"Returned","Card","B1312000652521","Home"
"P1812000105762",1,2022-09-01 22:25:12.408279,"Returned","Card","B1312000652521","Home"
"P1812000465173",1,2022-09-01 22:42:48.576419,"Cancelled","Card","B1312000047316","Work"
"P1812000163138",1,2022-09-01 22:58:02.928993,"Cancelled","Card","B1312000609267","Home"
"P1812000273756",1,2022-09-01 22:58:02.928993,"Cancelled","Card","B1312000609267","Home"
"P1812000177960",1,2022-09-01 22:58:02.928993,"Cancelled","Card","B1312000609267","Home"
"P1812000405463",1,2022-09-01 22:58:02.928993,"Cancelled","Card","B1312000609267","Home"
"P1812000131212",1,2022-09-02 01:56:27.773866,"Cancelled","Cash","B1312000252745","Work"
"P1812000356396",1,2022-09-02 02:40:13.594043,"Cancelled","Card","B1312000781486","Home"
"P1812000101576",1,2022-09-02 02:40:13.594043,"Cancelled","Card","B1312000781486","Home"
"P1812000037589",1,2022-09-02 02:40:13.594043,"Cancelled","Card","B1312000781486","Home"
"P1812000185183",1,2022-09-02 02:40:13.594043,"Cancelled","Card","B1312000781486","Home"
"P1812000123913",1,2022-09-02 02:40:13.594043,"Cancelled","Card","B1312000781486","Home"
"P1812000458207",1,2022-09-02 05:03:59.218309,"Delivered","Cash","B1312000503340","Work"
"P1812000436414",1,2022-09-02 05:03:59.218309,"Delivered","Cash","B1312000503340","Work"
"P1812000167385",1,2022-09-02 05:03:59.218309,"Delivered","Cash","B1312000503340","Work"
"P1812000442147",1,2022-09-02 05:22:44.150067,"Delivered","Card","B1312000298787","Work"
"P1812000139490",1,2022-09-02 05:22:44.150067,"Delivered","Card","B1312000298787","Work"
"P1812000397546",1,2022-09-02 05:54:44.552687,"Cancelled","Cash","B1312000644747","Work"
"P1812000390503",1,2022-09-02 05:54:44.552687,"Cancelled","Cash","B1312000644747","Work"
"P1812000197860",1,2022-09-02 05:54:44.552687,"Cancelled","Cash","B1312000644747","Work"
"P1812000321476",1,2022-09-02 06:46:35.476509,"Cancelled","Cash","B1312000090636","Work"
"P1812000350684",5,2022-09-02 08:48:33.31326,"Cancelled","Cash","B1312000747808","Work"
"P1812000367495",1,2022-09-02 10:10:11.39838,"Delivered","Cash","B1312000652521","Home"
"P1812000201349",1,2022-09-02 10:53:18.317863,"Delivered","Card","B1312000020748","Home"
"P1812000166779",1,2022-09-02 10:53:18.317863,"Delivered","Card","B1312000020748","Home"
"P1812000489731",1,2022-09-02 10:53:18.317863,"Delivered","Card","B1312000020748","Home"
"P1812000047316",1,2022-09-02 11:09:44.143596,"Delivered","Cash","B1312000652521","Home"
"P1812000444199",1,2022-09-02 11:09:44.143596,"Delivered","Cash","B1312000652521","Home"
"P1812000273756",1,2022-09-02 11:53:51.581077,"Delivered","Cash","B1312000447109","Work"
"P1812000056958",1,2022-09-02 11:53:51.581077,"Delivered","Cash","B1312000447109","Work"
"P1812000141525",1,2022-09-02 16:37:42.846876,"Cancelled","Card","B1312000559105","Home"
"P1812000067215",1,2022-09-02 16:37:42.846876,"Cancelled","Card","B1312000559105","Home"
"P1812000380476",1,2022-09-02 16:37:42.846876,"Cancelled","Card","B1312000559105","Home"
"P1812000152438",1,2022-09-02 16:39:59.901132,"Delivered","Cash","B1312000011113","Home"
"P1812000414813",1,2022-09-02 16:39:59.901132,"Delivered","Cash","B1312000011113","Home"
"P1812000490961",1,2022-09-02 16:40:54.046161,"Cancelled","Cash","B1312000612177","Work"
"P1812000378422",1,2022-09-02 16:40:54.046161,"Cancelled","Cash","B1312000612177","Work"
"P1812000038720",1,2022-09-02 16:40:54.046161,"Cancelled","Cash","B1312000612177","Work"
"P1812000065322",1,2022-09-02 17:12:20.692335,"Cancelled","Cash","B1312000399843","Work"
"P1812000450447",1,2022-09-02 17:12:20.692335,"Cancelled","Cash","B1312000399843","Work"
"P1812000041122",1,2022-09-02 17:12:20.692335,"Cancelled","Cash","B1312000399843","Work"
"P1812000319802",1,2022-09-02 17:12:20.692335,"Cancelled","Cash","B1312000399843","Work"
"P1812000268489",1,2022-09-02 17:12:20.692335,"Cancelled","Cash","B1312000399843","Work"
"P1812000001514",1,2022-09-02 17:31:10.126341,"Delivered","Cash","B1312000188491","Home"
"P1812000301920",1,2022-09-02 17:31:10.126341,"Delivered","Cash","B1312000188491","Home"
"P1812000474318",1,2022-09-02 17:34:33.899064,"Delivered","Cash","B1312000038720","Home"
"P1812000131212",1,2022-09-02 17:34:33.899064,"Delivered","Cash","B1312000038720","Home"
"P1812000104166",1,2022-09-02 17:34:33.899064,"Delivered","Cash","B1312000038720","Home"
"P1812000313485",1,2022-09-02 17:34:55.732621,"Cancelled","Cash","B1312000042408","Work"
"P1812000169599",1,2022-09-02 17:34:55.732621,"Cancelled","Cash","B1312000042408","Work"
"P1812000153138",1,2022-09-02 18:00:32.478178,"Cancelled","Cash","B1312000268489","Home"
"P1812000132718",1,2022-09-02 18:00:32.478178,"Cancelled","Cash","B1312000268489","Home"
"P1812000469986",1,2022-09-02 18:00:32.478178,"Cancelled","Cash","B1312000268489","Home"
"P1812000149942",1,2022-09-02 18:00:32.478178,"Cancelled","Cash","B1312000268489","Home"
"P1812000165868",1,2022-09-02 18:00:32.478178,"Cancelled","Cash","B1312000268489","Home"
"P1812000129946",1,2022-09-02 18:18:12.841226,"Delivered","Cash","B1312000496204","Home"
"P1812000448269",1,2022-09-02 18:18:12.841226,"Delivered","Cash","B1312000496204","Home"
"P1812000380476",1,2022-09-02 19:45:07.812839,"Cancelled","Cash","B1312000032970","Home"
"P1812000304930",1,2022-09-02 19:45:07.812839,"Cancelled","Cash","B1312000032970","Home"
"P1812000209621",1,2022-09-02 19:45:07.812839,"Cancelled","Cash","B1312000032970","Home"
"P1812000315123",1,2022-09-02 19:57:50.798401,"Returned","Cash","B1312000319802","Work"
"P1812000245156",1,2022-09-02 19:57:50.798401,"Returned","Cash","B1312000319802","Work"
"P1812000472303",1,2022-09-02 19:57:50.798401,"Returned","Cash","B1312000319802","Work"
"P1812000050171",1,2022-09-02 19:57:50.798401,"Returned","Cash","B1312000319802","Work"
"P1812000468366",1,2022-09-02 23:18:51.390195,"Delivered","Cash","B1312000265765","Work"
"P1812000076851",1,2022-09-02 23:18:51.390195,"Delivered","Cash","B1312000265765","Work"
"P1812000163138",1,2022-09-02 23:43:40.994165,"Delivered","Cash","B1312000130891","Home"
"P1812000150337",1,2022-09-02 23:43:40.994165,"Delivered","Cash","B1312000130891","Home"
"P1812000125843",1,2022-09-02 23:43:40.994165,"Delivered","Cash","B1312000130891","Home"
"P1812000125843",1,2022-09-02 23:43:40.994165,"Delivered","Cash","B1312000130891","Home"
"P1812000106989",1,2022-09-02 23:43:40.994165,"Delivered","Cash","B1312000130891","Home"
"P1812000302203",1,2022-09-03 00:32:20.289918,"Delivered","Card","B1312000671829","Home"
"P1812000354989",1,2022-09-03 00:32:20.289918,"Delivered","Card","B1312000671829","Home"
"P1812000355783",1,2022-09-03 00:32:20.289918,"Delivered","Card","B1312000671829","Home"
"P1812000207644",1,2022-09-03 00:35:16.453155,"Cancelled","Card","B1312000101576","Home"
"P1812000178263",1,2022-09-03 00:35:16.453155,"Cancelled","Card","B1312000101576","Home"
"P1812000498487",1,2022-09-03 01:17:29.259574,"Delivered","Card","B1312000601789","Work"
"P1812000179151",1,2022-09-03 01:17:29.259574,"Delivered","Card","B1312000601789","Work"
"P1812000246556",1,2022-09-03 01:17:29.259574,"Delivered","Card","B1312000601789","Work"
"P1812000048389",1,2022-09-03 01:17:29.259574,"Delivered","Card","B1312000601789","Work"
"P1812000274520",1,2022-09-03 01:17:29.259574,"Delivered","Card","B1312000601789","Work"
"P1812000422276",1,2022-09-03 01:27:53.993381,"Delivered","Card","B1312000639270","Home"
"P1812000409240",1,2022-09-03 01:27:53.993381,"Delivered","Card","B1312000639270","Home"
"P1812000084994",1,2022-09-03 01:27:53.993381,"Delivered","Card","B1312000639270","Home"
"P1812000135765",1,2022-09-03 01:45:59.57315,"Delivered","Cash","B1312000334647","Work"
"P1812000195529",1,2022-09-03 04:43:37.447427,"Cancelled","Card","B1312000083168","Home"
"P1812000182276",1,2022-09-03 04:43:37.447427,"Cancelled","Card","B1312000083168","Home"
"P1812000163138",1,2022-09-03 04:43:37.447427,"Cancelled","Card","B1312000083168","Home"
"P1812000464425",1,2022-09-03 05:32:21.798071,"Delivered","Cash","B1312000217351","Work"
"P1812000132718",1,2022-09-03 05:32:21.798071,"Delivered","Cash","B1312000217351","Work"
"P1812000409240",1,2022-09-03 05:32:21.798071,"Delivered","Cash","B1312000217351","Work"
"P1812000484135",1,2022-09-03 05:32:21.798071,"Delivered","Cash","B1312000217351","Work"
"P1812000358704",1,2022-09-03 05:32:21.798071,"Delivered","Cash","B1312000217351","Work"
"P1812000161795",1,2022-09-03 05:32:21.798071,"Delivered","Cash","B1312000217351","Work"
"P1812000268489",1,2022-09-03 06:58:20.804266,"Delivered","Cash","B1312000301920","Home"
"P1812000491403",1,2022-09-03 06:58:20.804266,"Delivered","Cash","B1312000301920","Home"
"P1812000491403",1,2022-09-03 07:40:40.980893,"Cancelled","Cash","B1312000744886","Work"
"P1812000081615",1,2022-09-03 07:40:40.980893,"Cancelled","Cash","B1312000744886","Work"
"P1812000265765",1,2022-09-03 07:40:40.980893,"Cancelled","Cash","B1312000744886","Work"
"P1812000027865",1,2022-09-03 07:40:40.980893,"Cancelled","Cash","B1312000744886","Work"
"P1812000256717",1,2022-09-03 07:40:40.980893,"Cancelled","Cash","B1312000744886","Work"
"P1812000335574",1,2022-09-03 07:55:54.244457,"Delivered","Card","B1312000141525","Home"
"P1812000438593",1,2022-09-03 07:55:54.244457,"Delivered","Card","B1312000141525","Home"
"P1812000447109",1,2022-09-03 07:55:54.244457,"Delivered","Card","B1312000141525","Home"
"P1812000266652",1,2022-09-03 07:55:54.244457,"Delivered","Card","B1312000141525","Home"
"P1812000054821",1,2022-09-03 08:54:19.857649,"Delivered","Cash","B1312000720536","Work"
"P1812000450447",1,2022-09-03 08:54:19.857649,"Delivered","Cash","B1312000720536","Work"
"P1812000079917",1,2022-09-03 09:10:06.441269,"Delivered","Card","B1312000170883","Home"
"P1812000262638",1,2022-09-03 09:10:06.441269,"Delivered","Card","B1312000170883","Home"
"P1812000199527",1,2022-09-03 09:10:06.441269,"Delivered","Card","B1312000170883","Home"
"P1812000474318",1,2022-09-03 09:10:06.441269,"Delivered","Card","B1312000170883","Home"
"P1812000357959",1,2022-09-03 09:17:14.038548,"Cancelled","Card","B1312000018190","Work"
"P1812000079917",1,2022-09-03 09:17:14.038548,"Cancelled","Card","B1312000018190","Work"
"P1812000065322",1,2022-09-03 09:17:14.038548,"Cancelled","Card","B1312000018190","Work"
"P1812000292757",1,2022-09-03 09:17:14.038548,"Cancelled","Card","B1312000018190","Work"
"P1812000147888",1,2022-09-03 10:04:49.872665,"Cancelled","Card","B1312000375316","Work"
"P1812000076851",1,2022-09-03 10:04:49.872665,"Cancelled","Card","B1312000375316","Work"
"P1812000028310",1,2022-09-03 10:04:49.872665,"Cancelled","Card","B1312000375316","Work"
"P1812000163138",1,2022-09-03 10:04:49.872665,"Cancelled","Card","B1312000375316","Work"
"P1812000111150",1,2022-09-03 10:04:49.872665,"Cancelled","Card","B1312000375316","Work"
"P1812000480955",1,2022-09-03 10:04:49.872665,"Cancelled","Card","B1312000375316","Work"
"P1812000042408",1,2022-09-03 10:25:40.372581,"Delivered","Card","B1312000375316","Work"
"P1812000402986",1,2022-09-03 10:25:40.372581,"Delivered","Card","B1312000375316","Work"
"P1812000409240",1,2022-09-03 10:25:40.372581,"Delivered","Card","B1312000375316","Work"
"P1812000400342",1,2022-09-03 11:19:36.206528,"Delivered","Card","B1312000169599","Work"
"P1812000125843",1,2022-09-03 11:19:36.206528,"Delivered","Card","B1312000169599","Work"
"P1812000427303",1,2022-09-03 11:19:36.206528,"Delivered","Card","B1312000169599","Work"
"P1812000024618",1,2022-09-03 12:14:12.738163,"Returned","Cash","B1312000142104","Home"
"P1812000044920",1,2022-09-03 12:14:12.738163,"Returned","Cash","B1312000142104","Home"
"P1812000483745",1,2022-09-03 12:28:04.461211,"Cancelled","Card","B1312000739701","Work"
"P1812000287747",1,2022-09-03 12:28:04.461211,"Cancelled","Card","B1312000739701","Work"
"P1812000476451",1,2022-09-03 12:28:04.461211,"Cancelled","Card","B1312000739701","Work"
"P1812000374129",1,2022-09-03 12:28:04.461211,"Cancelled","Card","B1312000739701","Work"
"P1812000134250",1,2022-09-03 12:28:04.461211,"Cancelled","Card","B1312000739701","Work"
"P1812000289316",1,2022-09-03 13:15:15.563297,"Delivered","Cash","B1312000689691","Work"
"P1812000111150",1,2022-09-03 13:15:15.563297,"Delivered","Cash","B1312000689691","Work"
"P1812000303920",1,2022-09-03 13:15:15.563297,"Delivered","Cash","B1312000689691","Work"
"P1812000481678",1,2022-09-03 13:15:15.563297,"Delivered","Cash","B1312000689691","Work"
"P1812000059376",1,2022-09-03 13:15:15.563297,"Delivered","Cash","B1312000689691","Work"
"P1812000469986",1,2022-09-03 13:15:15.563297,"Delivered","Cash","B1312000689691","Work"
"P1812000139490",1,2022-09-03 13:15:15.563297,"Delivered","Cash","B1312000689691","Work"
"P1812000305810",1,2022-09-03 13:49:50.044943,"Cancelled","Cash","B1312000306567","Work"
"P1812000075258",1,2022-09-03 13:49:50.044943,"Cancelled","Cash","B1312000306567","Work"
"P1812000440859",1,2022-09-03 13:49:50.044943,"Cancelled","Cash","B1312000306567","Work"
"P1812000160182",1,2022-09-03 14:05:04.664384,"Delivered","Cash","B1312000424536","Home"
"P1812000316565",1,2022-09-03 14:05:04.664384,"Delivered","Cash","B1312000424536","Home"
"P1812000250369",1,2022-09-03 14:05:04.664384,"Delivered","Cash","B1312000424536","Home"
"P1812000221153",1,2022-09-03 14:05:04.664384,"Delivered","Cash","B1312000424536","Home"
"P1812000064415",1,2022-09-03 14:05:04.664384,"Delivered","Cash","B1312000424536","Home"
"P1812000437358",1,2022-09-03 14:10:38.141734,"Cancelled","Card","B1312000005294","Work"
"P1812000062530",1,2022-09-03 15:06:04.552559,"Delivered","Cash","B1312000379214","Work"
"P1812000016867",1,2022-09-03 15:06:04.552559,"Delivered","Cash","B1312000379214","Work"
"P1812000174119",1,2022-09-03 15:06:04.552559,"Delivered","Cash","B1312000379214","Work"
"P1812000296810",1,2022-09-03 15:06:04.552559,"Delivered","Cash","B1312000379214","Work"
"P1812000392247",1,2022-09-03 15:06:04.552559,"Delivered","Cash","B1312000379214","Work"
"P1812000026748",1,2022-09-03 15:33:24.725316,"Delivered","Cash","B1312000319802","Work"
"P1812000106989",1,2022-09-03 15:33:24.725316,"Delivered","Cash","B1312000319802","Work"
"P1812000169599",1,2022-09-03 15:33:24.725316,"Delivered","Cash","B1312000319802","Work"
"P1812000426661",1,2022-09-03 15:33:24.725316,"Delivered","Cash","B1312000319802","Work"
"P1812000339422",1,2022-09-03 15:33:24.725316,"Delivered","Cash","B1312000319802","Work"
"P1812000032970",1,2022-09-03 15:33:24.725316,"Delivered","Cash","B1312000319802","Work"
"P1812000380476",1,2022-09-03 16:14:27.342637,"Cancelled","Card","B1312000659457","Work"
"P1812000324544",1,2022-09-03 16:14:27.342637,"Cancelled","Card","B1312000659457","Work"
"P1812000114461",1,2022-09-03 16:14:27.342637,"Cancelled","Card","B1312000659457","Work"
"P1812000101576",1,2022-09-03 16:14:27.342637,"Cancelled","Card","B1312000659457","Work"
"P1812000452308",1,2022-09-03 16:14:27.342637,"Cancelled","Card","B1312000659457","Work"
"P1812000104166",1,2022-09-03 16:14:27.342637,"Cancelled","Card","B1312000659457","Work"
"P1812000299856",1,2022-09-03 16:30:46.666514,"Delivered","Card","B1312000095770","Work"
"P1812000141525",1,2022-09-03 16:30:46.666514,"Delivered","Card","B1312000095770","Work"
"P1812000453567",1,2022-09-03 16:30:46.666514,"Delivered","Card","B1312000095770","Work"
"P1812000075258",1,2022-09-03 18:17:40.565722,"Delivered","Cash","B1312000759985","Work"
"P1812000143425",1,2022-09-03 18:17:40.565722,"Delivered","Cash","B1312000759985","Work"
"P1812000143425",1,2022-09-03 18:17:40.565722,"Delivered","Cash","B1312000759985","Work"
"P1812000185183",1,2022-09-03 18:17:40.565722,"Delivered","Cash","B1312000759985","Work"
"P1812000166779",1,2022-09-03 18:17:40.565722,"Delivered","Cash","B1312000759985","Work"
"P1812000487339",1,2022-09-03 18:17:40.565722,"Delivered","Cash","B1312000759985","Work"
"P1812000354989",1,2022-09-03 18:17:40.565722,"Delivered","Cash","B1312000759985","Work"
"P1812000326973",1,2022-09-03 18:46:35.504431,"Delivered","Card","B1312000253446","Home"
"P1812000154921",1,2022-09-03 18:46:35.504431,"Delivered","Card","B1312000253446","Home"
"P1812000268489",1,2022-09-03 18:46:35.504431,"Delivered","Card","B1312000253446","Home"
"P1812000375316",1,2022-09-03 19:15:17.311708,"Cancelled","Cash","B1312000193718","Home"
"P1812000333582",1,2022-09-03 19:15:17.311708,"Cancelled","Cash","B1312000193718","Home"
"P1812000233974",1,2022-09-03 19:15:17.311708,"Cancelled","Cash","B1312000193718","Home"
"P1812000281615",1,2022-09-03 19:15:17.311708,"Cancelled","Cash","B1312000193718","Home"
"P1812000288154",1,2022-09-03 20:18:00.667638,"Cancelled","Cash","B1312000609267","Home"
"P1812000278337",1,2022-09-03 20:18:00.667638,"Cancelled","Cash","B1312000609267","Home"
"P1812000079917",1,2022-09-03 20:18:00.667638,"Cancelled","Cash","B1312000609267","Home"
"P1812000263618",1,2022-09-03 20:18:00.667638,"Cancelled","Cash","B1312000609267","Home"
"P1812000411214",1,2022-09-03 20:18:00.667638,"Cancelled","Cash","B1312000609267","Home"
"P1812000083168",1,2022-09-03 20:23:02.844514,"Delivered","Cash","B1312000442147","Work"
"P1812000322880",1,2022-09-03 20:30:54.634975,"Cancelled","Card","B1312000576723","Home"
"P1812000199527",1,2022-09-03 21:37:35.729527,"Delivered","Cash","B1312000655895","Work"
"P1812000139490",1,2022-09-03 21:37:35.729527,"Delivered","Cash","B1312000655895","Work"
"P1812000031654",1,2022-09-03 21:37:35.729527,"Delivered","Cash","B1312000655895","Work"
"P1812000019447",1,2022-09-03 21:37:35.729527,"Delivered","Cash","B1312000655895","Work"
"P1812000407502",1,2022-09-03 22:12:02.810228,"Delivered","Cash","B1312000333582","Home"
"P1812000269597",1,2022-09-03 22:40:20.444573,"Delivered","Card","B1312000151863","Work"
"P1812000142104",1,2022-09-04 00:11:34.788668,"Delivered","Card","B1312000099163","Work"
"P1812000173558",1,2022-09-04 00:11:34.788668,"Delivered","Card","B1312000099163","Work"
"P1812000135765",1,2022-09-04 00:11:34.788668,"Delivered","Card","B1312000099163","Work"
"P1812000484135",1,2022-09-04 00:11:34.788668,"Delivered","Card","B1312000099163","Work"
"P1812000080133",1,2022-09-04 00:28:43.575041,"Returned","Card","B1312000675363","Work"
"P1812000197860",1,2022-09-04 00:28:43.575041,"Returned","Card","B1312000675363","Work"
"P1812000465173",1,2022-09-04 00:28:43.575041,"Returned","Card","B1312000675363","Work"
"P1812000128961",1,2022-09-04 03:43:46.44711,"Delivered","Cash","B1312000152438","Home"
"P1812000124409",1,2022-09-04 03:43:46.44711,"Delivered","Cash","B1312000152438","Home"
"P1812000135765",1,2022-09-04 03:43:46.44711,"Delivered","Cash","B1312000152438","Home"
"P1812000475795",1,2022-09-04 03:43:46.44711,"Delivered","Cash","B1312000152438","Home"
"P1812000166779",1,2022-09-04 03:43:46.44711,"Delivered","Cash","B1312000152438","Home"
"P1812000033472",1,2022-09-04 03:43:46.44711,"Delivered","Cash","B1312000152438","Home"
"P1812000051687",1,2022-09-04 04:36:28.152833,"Delivered","Card","B1312000513118","Home"
"P1812000498487",1,2022-09-04 04:36:28.152833,"Delivered","Card","B1312000513118","Home"
